Comment,Score
"I was taking Ortho-Tri cycles Lo for many years. I don't recall having any problems. Up until last year, for some reason my prescription changed to TriNessa because it was the &quot;generic&quot; version of Ortho. I went back to the doctors to get a refill last month and they put me on another generic brand this time of TriNessa. Within the first week of taking it I was getting bad migraines. The second and third week I was feeling nauseous all day with also bad stomach pain. I noticed I was feeling depressed and unmotivated. One thing that scared me was my mood swings. I wasn't aware of it at all until my boyfriend said I went from being happy to irritable within minutes. After not even a full month of taking this pill, I will be switching.",1
The patches kept coming off after 2 to 3 days. The backing is way to hard and not   enough to peel off 2nd half without touching 1st half of patch causing that part not to adhere to skin. Bayer should really consider 3M's adhesive manufacturing and backing that peels with ease and stays on until removed and in water.,1
No relief of voices. I rarely have visual hallucinations anyway. Very bad menstrual irregularity and some dry mouth. Had to quit taking it.,1
I paid a doctor $22 online thru Contrave website and $30 for the medicine.  I've been doing exactly as prescribed with zero results.  I can't even tell I'm taking anything.  I have been on it for 2 months.,1
"I used this for one  month and I was devastated when the medicine left me shedding much much more hair than I had before. People told me to stick it out because that's what it's supposed to do. I'm terrified to lose more hair since my hair is already so thin, so I stopped using it. No one warned me it could get this bad.",1
"I was given this medicine for the 2nd time yesterday. I have had it before no issues but this time not the case. I took my first dose at night and this morning my feet and hands are burning and itchy. I keep rubbing the bottom of my feet under my desk to see if it will stop. I am dizzy, headache and my pain is actually worse. I get UTIs all the time and usually use other meds but the CVS Minute clinic gives this one for some reason. I will NOT be taking anymore and will be going back to get a different medicine.",1
"The side-effects far outweigh the benefits for me.  It took about 2 weeks for the good effects to kick in - and when they did, I felt like a huge boulder had been lifted off of my chest, I could cope with things much better.  However, the nausea is still present, even though it's been two months since I started.  What's frightening is the blurred vision.   My vision started getting blurry not long after I started Pristiq, and it has become worse.  It has gotten to the point where the words I'm typing are now blurry and the laptop is less than two feet away from my face.  Am weaning myself off of this and have an appointment with my doctor next week.  Too bad... I was hopeful about this one. ",1
"I started taking this bc to help with my cramps and heavy period, very bad choice because I have literally been bleeding for 2 months! Most of the time it was spotting, some days it was so heavy and the cramps... they are the worst. I've become extremely depressed, I cry like crazy, I can never sleep past 3am and I have become so mean to people.  I wouldn't recommend this bc to my worst enemy,  it's terrible",1
I originally began taking this pill to lessen the pain of my period cramps and make them lighter. It did make them lighter but my cramps did not improve. I also wanted to protect against pregnancy which it did. I broke out a lot less. My boobs were sore and tender ALL THE TIME. The huge issue I had with this pill was the mood swings and weight gain. I was very irritable and constantly snapped at my mom and my boyfriend which caused arguments in our relationship. I was tired all the time. I cried over everything and was just very depressed. I did notice I would eat more which caused me to gain a bit of weight. I would not recommend this pill to anyone. It's not worth the emotional roller coaster it puts you on.,1
"I've been taking tramadol for the past few years and forgot I even had restless legs syndrome. I'm going off tramadol so I can try Cymbalta. Once down to 30mg of tramadol my restless legs syndrome reappeared so my doctor prescribed Clonazepam, for 2 nights in a row I've tried this, up to 2mg and it only intensifies my RLS, which is more like RLB (body). Even the next day my body is so incredibly restless, especially my upper arms/shoulders. Unfortunately I'm having to stop this and the Cymbalta to go back to Tramadol as I can't take another sleepless/restless night.",1
